raw_row_number,date,time,location,lat,lng,district,precinct,type,disposition,arrest_made,citation_issued,warning_issued,outcome
125730,2012-11-08,22:11:02,MORRISON RD / S PERRY ST,39.70634,-105.039691,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
126214,2012-11-27,06:34:58,S GAYLORD ST / E CENTER AVE,39.705675,-104.961711,3,312,vehicular,In Service,FALSE,FALSE,FALSE,NA
126393,2012-11-30,21:46:07,S STUART ST / W CUSTER PL,39.706543,-105.043191,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
126456,2012-11-25,23:08:55,S PATTON CT / MORRISON RD,39.706746,-105.039114,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
126552,2012-11-18,21:10:14,4520 W CUSTER PL,39.706567,-105.046236,4,412,pedestrian,In Service,FALSE,FALSE,FALSE,NA
126805,2012-11-02,01:41:18,E CENTER AVE / S DOWNING ST,39.705674,-104.973373,3,312,pedestrian,Vehicle Towed,FALSE,FALSE,FALSE,NA
126808,2012-11-02,01:44:05,E CENTER AVE / S DOWNING ST,39.705674,-104.973373,3,312,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
126948,2012-11-15,21:46:56,MORRISON RD / S PERRY ST,39.70634,-105.039691,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
127012,2012-11-26,21:50:04,S TEJON ST / W CENTER AVE,39.70624,-105.010988,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
127019,2012-11-12,21:35:18,W CUSTER PL / S IRVING ST,39.706739,-105.029811,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
127386,2012-11-07,23:34:45,600 S Marion St,39.707133,-104.972191,3,312,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
127489,2012-11-13,13:40:39,E CENTER AVE / S UNIVERSITY BLVD,39.705667,-104.959329,3,312,vehicular,In Service,FALSE,FALSE,FALSE,NA
127511,2012-11-21,23:05:23,S UTICA ST / W BINGHAM PL,39.707361,-105.046056,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
127602,2012-11-11,17:08:49,MORRISON RD / S PERRY ST,39.70634,-105.039691,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
127964,2012-11-11,22:05:37,S MEADE ST / W CUSTER PL,39.707189,-105.036205,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
128108,2012-11-04,01:16:07,W VIRGINIA AVE / S ZUNI ST,39.707353,-105.015696,4,412,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
128248,2012-11-10,12:26:09,W VIRGINIA AVE / S FEDERAL BLVD,39.707591,-105.025085,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
128255,2012-11-08,22:37:37,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
128258,2012-11-30,23:13:01,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
128292,2012-11-28,08:53:09,2010 W CUSTER PL,39.70653,-105.011108,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
128348,2012-11-27,14:33:18,3200-BLK W VIRGINIA AVE,39.707665,-105.028306,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
128351,2012-11-27,14:33:07,3200-BLK W VIRGINIA AVE,39.707665,-105.028306,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
128404,2012-11-04,12:05:42,S KNOX CT / W VIRGINIA AVE,39.707683,-105.032446,4,412,vehicular,Vehicle Towed,FALSE,FALSE,FALSE,NA
128422,2012-11-29,16:31:02,W VIRGINIA AVE / S FEDERAL BLVD,39.707591,-105.025085,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
128726,2012-11-08,22:41:12,W VIRGINIA AVE / S FEDERAL BLVD,39.707591,-105.025085,4,412,pedestrian,In Service,FALSE,FALSE,FALSE,NA
128765,2012-11-06,16:21:14,1840 W CENTER AVE,39.705987,-105.008915,4,412,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
128781,2012-11-10,02:25:53,588 S PEARL ST,39.70591,-104.980434,3,312,pedestrian,In Service,FALSE,FALSE,FALSE,NA
128815,2012-11-16,09:16:53,W VIRGINIA AVE / S BRYANT ST,39.707525,-105.018068,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
128838,2012-11-29,17:00:48,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
128846,2012-11-03,17:27:37,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
128849,2012-11-29,17:04:59,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
128924,2012-11-25,22:26:51,S FEDERAL BLVD / W VIRGINIA AVE,39.707591,-105.025085,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
129093,2012-11-06,12:03:15,W VIRGINIA AVE / S LOWELL BLVD,39.707666,-105.03504,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
129194,2012-11-30,06:51:39,S SANTA FE DR / I25 NB,39.707243,-104.99644,3,312,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
129257,2012-11-30,02:39:03,S BROADWAY ST / E VIRGINIA AVE,39.707536,-104.987623,3,312,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
129514,2012-11-03,16:49:51,500-BLK S YATES ST,39.707697,-105.050867,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
129577,2012-11-08,23:09:03,W VIRGINIA AVE / S PECOS ST,39.707571,-105.006236,4,412,vehicular,Report Made,FALSE,FALSE,FALSE,NA
129674,2012-11-08,23:35:34,500 E VIRGINIA AVE,39.707507,-104.981617,3,312,vehicular,L - Clearance,FALSE,FALSE,FALSE,NA
129770,2012-11-15,16:49:23,3440 W VIRGINIA AVE,39.707682,-105.032304,4,412,pedestrian,In Service,FALSE,FALSE,FALSE,NA
129884,2012-11-19,22:52:28,500 S BROADWAY ST,39.707536,-104.987623,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
129993,2012-11-24,00:44:30,500-BLK S LINCOLN ST,39.707526,-104.986351,3,312,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
130012,2012-11-27,00:24:09,S LOGAN ST / E VIRGINIA AVE,39.707511,-104.982795,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
130168,2012-11-06,21:54:53,S TEJON ST / W VIRGINIA AVE,39.707393,-105.010991,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
130205,2012-11-17,21:57:01,W VIRGINIA AVE / S HAZEL CT,39.707661,-105.027539,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
130307,2012-11-12,03:53:51,W VIRGINIA AVE / S TEJON ST,39.707393,-105.010991,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
130375,2012-11-12,00:33:30,500 S BROADWAY ST,39.707536,-104.987623,3,312,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
130428,2012-11-01,01:02:58,E VIRGINIA AVE / S PEARL ST,39.707497,-104.980449,3,312,vehicular,In Service,FALSE,FALSE,FALSE,NA
130583,2012-11-02,21:32:44,S COLORADO BLVD / E CHERRY CREEK N DR,39.707345,-104.940743,3,311,vehicular,In Service,FALSE,FALSE,FALSE,NA
130587,2012-11-19,20:26:40,E CHERRY CREEK N DR / S COLORADO BLVD,39.707345,-104.940743,3,311,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
130773,2012-11-12,05:31:58,460 S PENNSYLVANIA ST,39.708187,-104.981518,3,312,pedestrian,File Only,FALSE,FALSE,FALSE,NA
130857,2012-11-06,21:28:27,E VIRGINIA AVE / S QUEBEC ST,39.707508,-104.903511,3,322,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
130895,2012-11-29,16:57:31,S HAZEL CT / W ALASKA PL,39.708544,-105.027541,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
131067,2012-11-13,23:59:41,LEETSDALE DR / S FOREST ST,39.708113,-104.926983,3,322,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
131131,2012-11-16,04:40:34,500 S BROADWAY ST,39.707536,-104.987623,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
131217,2012-11-26,02:26:52,LEETSDALE DR / S HUDSON ST,39.707524,-104.923466,3,322,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
131275,2012-11-19,22:05:50,W VIRGINIA AVE / S DECATUR ST,39.707514,-105.022704,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
131310,2012-11-04,23:40:13,S CHERRY ST / E VIRGINIA AVE,39.707407,-104.933388,None,None,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
131352,2012-11-19,01:55:44,MORRISON RD / W VIRGINIA AVE,39.707979,-105.037373,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
131392,2012-11-08,21:52:09,500 S QUITMAN ST,39.708039,-105.040867,4,412,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
131441,2012-11-20,08:23:02,1500-BLK W ALASKA PL,39.708462,-105.008631,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
131466,2012-11-17,16:05:37,S MONACO ST / E VIRGINIA AVE,39.707499,-104.912866,3,322,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
131563,2012-11-20,00:24:08,3400 W ALASKA PL,39.708556,-105.031589,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
131775,2012-11-03,01:32:09,S BROADWAY ST / W VIRGINIA AVE,39.707536,-104.987623,3,312,pedestrian,UTL / Unfounded / Unsuccessful,FALSE,FALSE,FALSE,NA
131992,2012-11-05,20:40:57,W VIRGINIA AVE / S WOLFF ST,39.708178,-105.048588,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
132260,2012-11-02,16:51:17,W ALASKA PL / S IRVING ST,39.708551,-105.029815,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
132272,2012-11-06,02:16:46,S BROADWAY ST / E VIRGINIA AVE,39.707536,-104.987623,3,312,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
132363,2012-11-25,22:37:20,MORRISON RD / S MEADE ST,39.708798,-105.036213,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
132445,2012-11-07,00:19:06,E VIRGINIA AVE / E CHERRY CREEK N DR,39.707345,-104.940743,3,311,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
132461,2012-11-16,03:28:39,472 S FEDERAL BLVD,39.707959,-105.025087,4,412,vehicular,L - Clearance,FALSE,FALSE,FALSE,NA
132633,2012-11-10,22:47:30,E VIRGINIA AVE / S LAFAYETTE ST,39.707491,-104.971026,3,312,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
132753,2012-11-12,05:32:16,460 S LIPAN ST,39.708187,-105.001505,4,412,pedestrian,Vehicle Towed,FALSE,FALSE,FALSE,NA
132755,2012-11-19,05:36:30,460 S LIPAN ST,39.708187,-105.001505,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
132830,2012-11-29,00:06:04,S FEDERAL BLVD / W ALASKA PL,39.708532,-105.025089,4,412,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
132860,2012-11-09,22:49:34,MORRISON RD / S MEADE ST,39.708798,-105.036213,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
133176,2012-11-07,17:30:49,W ALAMEDA AVE / S DECATUR ST,39.711159,-105.022707,4,411,pedestrian,In Service,FALSE,FALSE,FALSE,NA
133488,2012-11-11,23:06:00,300 S FEDERAL BLVD,39.711175,-105.025093,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
133490,2012-11-25,23:26:56,S FEDERAL BLVD / W ALAMEDA AVE,39.711175,-105.025093,4,411,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
133518,2012-11-11,01:07:29,W ALAMEDA AVE / S FEDERAL BLVD,39.711175,-105.025093,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
133744,2012-11-17,16:32:59,LEETSDALE DR / S HOLLY ST,39.707303,-104.922259,3,322,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
134027,2012-11-30,04:44:24,376 S MEADE ST,39.709933,-105.036214,4,412,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
134068,2012-11-16,08:16:31,S BROADWAY ST / E DAKOTA AVE,39.709337,-104.987598,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
134097,2012-11-22,01:47:25,E DAKOTA AVE / S BROADWAY ST,39.709337,-104.987598,3,312,vehicular,In Service,FALSE,FALSE,FALSE,NA
134171,2012-11-12,22:49:18,S BROADWAY ST / E DAKOTA AVE,39.709337,-104.987598,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
134315,2012-11-26,09:03:17,MORRISON RD / S LOWELL BLVD,39.709612,-105.035044,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
134325,2012-11-23,12:09:32,MORRISON RD / S LOWELL BLVD,39.709612,-105.035044,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
134794,2012-11-14,07:43:39,S BROADWAY ST / W NEVADA PL,39.710239,-104.987582,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
134828,2012-11-12,22:34:52,400 S BROADWAY ST,39.709337,-104.987598,3,312,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
134851,2012-11-11,15:29:17,S LOWELL BLVD / MORRISON RD,39.709612,-105.035044,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
135022,2012-11-06,03:23:38,W ALAMEDA AVE / S HAZEL CT,39.711142,-105.027535,4,411,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
135114,2012-11-09,23:11:53,S HAZEL CT / W ALAMEDA AVE,39.711142,-105.027535,4,411,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
135196,2012-11-01,23:13:36,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
135217,2012-11-05,07:16:33,W ALAMEDA AVE / S GROVE ST,39.711162,-105.026321,4,411,vehicular,In Service,FALSE,FALSE,FALSE,NA
135488,2012-11-12,00:44:00,325 S LOWELL BLVD,39.710811,-105.034884,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
135519,2012-11-02,23:52:12,S ELIOT ST / W ALAMEDA AVE,39.711155,-105.023866,4,411,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
135520,2012-11-15,08:18:32,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
135704,2012-11-25,23:49:20,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
135730,2012-11-08,19:20:31,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
135857,2012-11-23,16:43:15,W ALAMEDA AVE / S FEDERAL BLVD,39.711175,-105.025093,4,411,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
135858,2012-11-27,11:59:57,W ALAMEDA AVE / S FEDERAL BLVD,39.711175,-105.025093,4,411,pedestrian,In Service,FALSE,FALSE,FALSE,NA
136180,2012-11-06,03:05:41,400 S BRYANT ST,39.709335,-105.018072,4,412,pedestrian,In Service,FALSE,FALSE,FALSE,NA
136236,2012-11-19,22:15:13,S HAZEL CT / W ALAMEDA AVE,39.711142,-105.027535,4,411,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
136272,2012-11-17,00:10:54,W DAKOTA AVE / S CLAY ST,39.709329,-105.02039,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
136560,2012-11-04,10:33:15,S LOWELL BLVD / MORRISON RD,39.709612,-105.035044,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
136688,2012-11-29,14:28:59,W DAKOTA AVE / S HAZEL CT,39.70942,-105.027537,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
136756,2012-11-18,23:17:26,400 S BROADWAY ST,39.709337,-104.987598,3,312,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
136783,2012-11-17,00:48:24,400 S BROADWAY ST,39.709337,-104.987598,3,312,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
136810,2012-11-04,01:04:54,400 S LINCOLN ST,39.709333,-104.986392,3,312,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
136841,2012-11-17,18:53:14,S LINCOLN ST,39.709333,-104.986392,3,312,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
137054,2012-11-13,00:34:38,3331 MORRISON RD,39.710332,-105.034018,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
137220,2012-11-09,02:57:27,300 S GROVE ST,39.711162,-105.026321,4,411,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
137261,2012-11-27,23:52:18,W NEVADA PL / S LOWELL BLVD,39.710469,-105.034997,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
137281,2012-11-01,14:38:33,MORRISON RD / W NEVADA PL,39.710332,-105.034018,4,412,vehicular,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
137301,2012-11-27,02:04:13,S LOWELL BLVD / W NEVADA PL,39.710469,-105.034997,4,412,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
137320,2012-11-13,23:29:13,MORRISON RD / W NEVADA PL,39.710332,-105.034018,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
137350,2012-11-27,23:58:19,400 S HAZEL CT,39.70942,-105.027537,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
137469,2012-11-13,22:02:37,W NEVADA PL / S PERRY ST,39.71049,-105.039717,4,412,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
137516,2012-11-10,22:42:01,MORRISON RD / W NEVADA PL,39.710332,-105.034018,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
137572,2012-11-29,23:14:01,323 S BROADWAY ST,39.710718,-104.987578,3,312,pedestrian,In Service,FALSE,FALSE,FALSE,NA
137573,2012-11-29,23:14:01,323 S BROADWAY ST,39.710718,-104.987578,3,312,pedestrian,In Service,FALSE,FALSE,FALSE,NA
137867,2012-11-20,23:48:48,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
137996,2012-11-12,23:24:04,S PERRY ST / W NEVADA PL,39.71049,-105.039717,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
138056,2012-11-21,22:04:08,W ALAMEDA AVE / S GROVE ST,39.711162,-105.026321,4,411,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
138073,2012-11-21,20:53:39,W ALAMEDA AVE / S GROVE ST,39.711162,-105.026321,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
138186,2012-11-01,08:15:27,S ELIOT ST / W ALAMEDA AVE,39.711155,-105.023866,4,411,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
138233,2012-11-03,18:44:30,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,In Service,FALSE,FALSE,FALSE,NA
138234,2012-11-21,17:15:01,300-BLK S ELIOT ST,39.711155,-105.023866,4,411,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
138280,2012-11-09,07:51:43,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,pedestrian,In Service,FALSE,FALSE,FALSE,NA
138313,2012-11-28,22:28:07,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
138661,2012-11-04,22:31:34,S MONACO ST / E ALASKA DR,39.708322,-104.912783,3,322,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
138812,2012-11-21,03:42:57,4300 W ALASKA PL,39.70893,-105.043201,4,412,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
139040,2012-11-20,00:56:38,400 S OSCEOLA ST,39.709459,-105.038543,4,412,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
139212,2012-11-14,00:57:45,400 S FEDERAL BLVD,39.70941,-105.025091,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
139336,2012-11-01,23:10:24,400 S EMERSON ST,39.709296,-104.976891,3,312,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
139443,2012-11-01,01:35:05,S SHERIDAN BLVD / W DAKOTA AVE,39.709609,-105.053258,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
139458,2012-11-12,22:51:53,S CORONA ST / E DAKOTA AVE,39.709295,-104.974546,3,312,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
139459,2012-11-13,23:26:14,400 S CORONA ST,39.709295,-104.974546,3,312,vehicular,L - Clearance,FALSE,FALSE,FALSE,NA
139463,2012-11-12,23:13:06,1100 E DAKOTA AVE,39.709295,-104.974546,3,312,vehicular,L - Clearance,FALSE,FALSE,FALSE,NA
139469,2012-11-22,17:48:30,400-BLK S DOWNING ST,39.709296,-104.973376,3,312,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
139486,2012-11-21,06:18:53,S DOWNING ST / E DAKOTA AVE,39.709296,-104.973376,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
139602,2012-11-18,14:47:03,E DAKOTA AVE / S GAYLORD ST,39.709303,-104.961707,3,312,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
139623,2012-11-22,03:39:15,S UNIVERSITY BLVD / E DAKOTA AVE,39.709301,-104.959327,3,312,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
139639,2012-11-20,06:47:39,E DAKOTA AVE / S UNIVERSITY BLVD,39.709301,-104.959327,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
139740,2012-11-09,03:44:23,350 S FEDERAL BLVD,39.710274,-105.025092,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
139929,2012-11-15,02:35:28,W NEVADA PL / S MEADE ST,39.710476,-105.036081,4,412,pedestrian,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
140202,2012-11-21,20:49:41,W ALAMEDA AVE / S FEDERAL BLVD,39.711175,-105.025093,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
140540,2012-11-06,23:20:08,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
140649,2012-11-21,22:10:22,W ALAMEDA AVE / S GROVE ST,39.711162,-105.026321,4,411,vehicular,In Service,FALSE,FALSE,FALSE,NA
140704,2012-11-07,11:37:13,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
140705,2012-11-07,19:27:05,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
140910,2012-11-11,01:15:21,W ALAMEDA AVE / S ELIOT ST,39.711155,-105.023866,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
141028,2012-11-05,22:28:19,W ALAMEDA AVE / S JULIAN ST,39.711187,-105.031225,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
141043,2012-11-01,23:45:23,S JULIAN ST / W ALAMEDA AVE,39.711187,-105.031225,4,411,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
141066,2012-11-19,21:40:56,W ALAMEDA AVE / S JULIAN ST,39.711187,-105.031225,4,411,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
141288,2012-11-02,09:47:48,S BROADWAY ST / W NEVADA PL,39.710239,-104.987582,3,312,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
141337,2012-11-21,20:39:30,W ALAMEDA AVE / S FEDERAL BLVD,39.711175,-105.025093,4,411,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
141547,2012-11-21,10:24:50,411 S BROADWAY ST,39.709136,-104.987599,3,312,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
141745,2012-11-02,01:43:37,W NEVADA PL / S WOLFF ST,39.710576,-105.048598,4,412,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
141802,2012-11-07,23:42:08,3000-BLK W DAKOTA AVE,39.70941,-105.025091,4,412,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
142059,2012-11-21,02:33:44,400-BLK S SANTA FE DR,39.709449,-104.996313,3,312,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
142264,2012-11-04,21:48:50,400-BLK S COLORADO BLVD,39.709301,-104.940733,3,311,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
142461,2012-11-30,10:37:42,W NEVADA PL / S IRVING ST,39.710307,-105.029812,4,412,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
142518,2012-11-07,23:19:39,S IRVING ST / W NEVADA PL,39.710307,-105.029812,4,412,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
142619,2012-11-03,03:41:48,S PECOS ST / W NEVADA PL,39.710242,-105.006262,4,412,vehicular,In Service,FALSE,FALSE,FALSE,NA
142913,2012-11-13,21:01:54,S HAZEL CT / W ALAMEDA AVE,39.711142,-105.027535,4,411,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
143048,2012-11-29,00:25:45,W NEVADA PL / S IRVING ST,39.710307,-105.029812,4,412,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
143102,2012-11-27,11:31:25,3158 W ALAMEDA AVE,39.711143,-105.027743,4,411,pedestrian,In Service,FALSE,FALSE,FALSE,NA
143200,2012-11-01,22:56:00,W ALAMEDA AVE / S IRVING ST,39.711168,-105.02994,4,411,pedestrian,T - Citation Issued,FALSE,TRUE,FALSE,citation
143597,2012-11-15,18:54:36,W ALAMEDA AVE / S NAVAJO ST,39.711196,-105.003885,4,411,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
143607,2012-11-26,22:03:59,1300 W ALAMEDA AVE,39.711196,-105.003885,4,411,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
143624,2012-11-05,23:50:01,1300 W ALAMEDA AVE,39.711196,-105.003885,4,411,vehicular,In Service,FALSE,FALSE,FALSE,NA
143707,2012-11-02,22:31:20,E ALAMEDA AVE / S PENNSYLVANIA ST,39.711122,-104.981532,3,311,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
143758,2012-11-27,12:39:44,S PEARL ST / E ALAMEDA AVE,39.711119,-104.980383,3,311,vehicular,No Police Needed,FALSE,FALSE,FALSE,NA
143972,2012-11-18,21:43:43,W ALAMEDA AVE / S SANTA FE DR,39.711194,-104.997141,3,311,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
144063,2012-11-20,23:14:31,S KNOX CT / W ALAMEDA AVE,39.71121,-105.032456,4,411,vehicular,Y - Broadcast,FALSE,FALSE,FALSE,NA
